bucket,term,source,description
lm_negative,catastrophic,LM,LM negative polarity words（负向情感）
lm_negative,catastrophically,LM,LM negative polarity words（负向情感）
lm_negative,caution,LM,LM negative polarity words（负向情感）
lm_negative,cautionary,LM,LM negative polarity words（负向情感）
lm_negative,cautioned,LM,LM negative polarity words（负向情感）
lm_negative,cautioning,LM,LM negative polarity words（负向情感）
lm_negative,cautions,LM,LM negative polarity words（负向情感）
lm_negative,cease,LM,LM negative polarity words（负向情感）
lm_negative,ceased,LM,LM negative polarity words（负向情感）
lm_negative,ceases,LM,LM negative polarity words（负向情感）
lm_negative,ceasing,LM,LM negative polarity words（负向情感）
lm_negative,censure,LM,LM negative polarity words（负向情感）
lm_negative,censured,LM,LM negative polarity words（负向情感）
lm_negative,censures,LM,LM negative polarity words（负向情感）
lm_negative,censuring,LM,LM negative polarity words（负向情感）
lm_negative,challenge,LM,LM negative polarity words（负向情感）
lm_negative,challenged,LM,LM negative polarity words（负向情感）
lm_negative,challenges,LM,LM negative polarity words（负向情感）
lm_negative,challenging,LM,LM negative polarity words（负向情感）
lm_negative,chargeoffs,LM,LM negative polarity words（负向情感）
lm_negative,circumvent,LM,LM negative polarity words（负向情感）
lm_negative,circumvented,LM,LM negative polarity words（负向情感）
lm_negative,circumventing,LM,LM negative polarity words（负向情感）
lm_negative,circumvention,LM,LM negative polarity words（负向情感）
lm_negative,circumventions,LM,LM negative polarity words（负向情感）
lm_negative,circumvents,LM,LM negative polarity words（负向情感）
lm_negative,claiming,LM,LM negative polarity words（负向情感）
lm_negative,claims,LM,LM negative polarity words（负向情感）
lm_negative,clawback,LM,LM negative polarity words（负向情感）
lm_negative,closeout,LM,LM negative polarity words（负向情感）
lm_negative,closeouts,LM,LM negative polarity words（负向情感）
lm_negative,closings,LM,LM negative polarity words（负向情感）
lm_negative,closure,LM,LM negative polarity words（负向情感）
lm_negative,closures,LM,LM negative polarity words（负向情感）
lm_negative,coerce,LM,LM negative polarity words（负向情感）
lm_negative,coerced,LM,LM negative polarity words（负向情感）
lm_negative,coerces,LM,LM negative polarity words（负向情感）
lm_negative,coercing,LM,LM negative polarity words（负向情感）
lm_negative,coercion,LM,LM negative polarity words（负向情感）
lm_negative,coercive,LM,LM negative polarity words（负向情感）
lm_negative,collapse,LM,LM negative polarity words（负向情感）
lm_negative,collapsed,LM,LM negative polarity words（负向情感）
lm_negative,collapses,LM,LM negative polarity words（负向情感）
lm_negative,collapsing,LM,LM negative polarity words（负向情感）
lm_negative,collision,LM,LM negative polarity words（负向情感）
lm_negative,collisions,LM,LM negative polarity words（负向情感）
lm_negative,collude,LM,LM negative polarity words（负向情感）
lm_negative,colluded,LM,LM negative polarity words（负向情感）
lm_negative,colludes,LM,LM negative polarity words（负向情感）
lm_negative,colluding,LM,LM negative polarity words（负向情感）
lm_negative,collusion,LM,LM negative polarity words（负向情感）
lm_negative,collusions,LM,LM negative polarity words（负向情感）
lm_negative,collusive,LM,LM negative polarity words（负向情感）
lm_negative,complain,LM,LM negative polarity words（负向情感）
lm_negative,complained,LM,LM negative polarity words（负向情感）
lm_negative,complaining,LM,LM negative polarity words（负向情感）
lm_negative,complains,LM,LM negative polarity words（负向情感）
lm_negative,complaint,LM,LM negative polarity words（负向情感）
lm_negative,complaints,LM,LM negative polarity words（负向情感）
lm_negative,complicate,LM,LM negative polarity words（负向情感）
lm_negative,complicated,LM,LM negative polarity words（负向情感）
lm_negative,complicates,LM,LM negative polarity words（负向情感）
lm_negative,complicating,LM,LM negative polarity words（负向情感）
lm_negative,complication,LM,LM negative polarity words（负向情感）
lm_negative,complications,LM,LM negative polarity words（负向情感）
lm_negative,compulsion,LM,LM negative polarity words（负向情感）
lm_negative,concealed,LM,LM negative polarity words（负向情感）
lm_negative,concealing,LM,LM negative polarity words（负向情感）
lm_negative,concede,LM,LM negative polarity words（负向情感）
lm_negative,conceded,LM,LM negative polarity words（负向情感）
lm_negative,concedes,LM,LM negative polarity words（负向情感）
lm_negative,conceding,LM,LM negative polarity words（负向情感）
lm_negative,concern,LM,LM negative polarity words（负向情感）
lm_negative,concerned,LM,LM negative polarity words（负向情感）
lm_negative,concerns,LM,LM negative polarity words（负向情感）
lm_negative,conciliating,LM,LM negative polarity words（负向情感）
lm_negative,conciliation,LM,LM negative polarity words（负向情感）
lm_negative,conciliations,LM,LM negative polarity words（负向情感）
lm_negative,condemn,LM,LM negative polarity words（负向情感）
lm_negative,condemnation,LM,LM negative polarity words（负向情感）
lm_negative,condemnations,LM,LM negative polarity words（负向情感）
lm_negative,condemned,LM,LM negative polarity words（负向情感）
lm_negative,condemning,LM,LM negative polarity words（负向情感）
lm_negative,condemns,LM,LM negative polarity words（负向情感）
lm_negative,condone,LM,LM negative polarity words（负向情感）
lm_negative,condoned,LM,LM negative polarity words（负向情感）
lm_negative,confess,LM,LM negative polarity words（负向情感）
lm_negative,confessed,LM,LM negative polarity words（负向情感）
lm_negative,confesses,LM,LM negative polarity words（负向情感）
lm_negative,confessing,LM,LM negative polarity words（负向情感）
lm_negative,confession,LM,LM negative polarity words（负向情感）
lm_negative,confine,LM,LM negative polarity words（负向情感）
lm_negative,confined,LM,LM negative polarity words（负向情感）
lm_negative,confinement,LM,LM negative polarity words（负向情感）
lm_negative,confinements,LM,LM negative polarity words（负向情感）
lm_negative,confines,LM,LM negative polarity words（负向情感）
lm_negative,confining,LM,LM negative polarity words（负向情感）
lm_negative,confiscate,LM,LM negative polarity words（负向情感）
lm_negative,confiscated,LM,LM negative polarity words（负向情感）
lm_negative,confiscates,LM,LM negative polarity words（负向情感）
lm_negative,confiscating,LM,LM negative polarity words（负向情感）
lm_negative,confiscation,LM,LM negative polarity words（负向情感）
lm_negative,confiscations,LM,LM negative polarity words（负向情感）
lm_negative,conflict,LM,LM negative polarity words（负向情感）
lm_negative,conflicted,LM,LM negative polarity words（负向情感）
lm_negative,conflicting,LM,LM negative polarity words（负向情感）
lm_negative,conflicts,LM,LM negative polarity words（负向情感）
lm_negative,confront,LM,LM negative polarity words（负向情感）
lm_negative,confrontation,LM,LM negative polarity words（负向情感）
lm_negative,confrontational,LM,LM negative polarity words（负向情感）
lm_negative,confrontations,LM,LM negative polarity words（负向情感）
lm_negative,confronted,LM,LM negative polarity words（负向情感）
lm_negative,confronting,LM,LM negative polarity words（负向情感）
lm_negative,confronts,LM,LM negative polarity words（负向情感）
lm_negative,confuse,LM,LM negative polarity words（负向情感）
lm_negative,confused,LM,LM negative polarity words（负向情感）
lm_negative,confuses,LM,LM negative polarity words（负向情感）
lm_negative,confusing,LM,LM negative polarity words（负向情感）
lm_negative,confusingly,LM,LM negative polarity words（负向情感）
lm_negative,confusion,LM,LM negative polarity words（负向情感）
lm_negative,conspiracies,LM,LM negative polarity words（负向情感）
lm_negative,conspiracy,LM,LM negative polarity words（负向情感）
lm_negative,conspirator,LM,LM negative polarity words（负向情感）
lm_negative,conspiratorial,LM,LM negative polarity words（负向情感）
lm_negative,conspirators,LM,LM negative polarity words（负向情感）
lm_negative,conspire,LM,LM negative polarity words（负向情感）
lm_negative,conspired,LM,LM negative polarity words（负向情感）
lm_negative,conspires,LM,LM negative polarity words（负向情感）
lm_negative,conspiring,LM,LM negative polarity words（负向情感）
lm_negative,contempt,LM,LM negative polarity words（负向情感）
lm_negative,contend,LM,LM negative polarity words（负向情感）
lm_negative,contended,LM,LM negative polarity words（负向情感）
lm_negative,contending,LM,LM negative polarity words（负向情感）
lm_negative,contends,LM,LM negative polarity words（负向情感）
lm_negative,contention,LM,LM negative polarity words（负向情感）
lm_negative,contentions,LM,LM negative polarity words（负向情感）
lm_negative,contentious,LM,LM negative polarity words（负向情感）
lm_negative,contentiously,LM,LM negative polarity words（负向情感）
lm_negative,contested,LM,LM negative polarity words（负向情感）
lm_negative,contesting,LM,LM negative polarity words（负向情感）
lm_negative,contraction,LM,LM negative polarity words（负向情感）
lm_negative,contractions,LM,LM negative polarity words（负向情感）
lm_negative,contradict,LM,LM negative polarity words（负向情感）
lm_negative,contradicted,LM,LM negative polarity words（负向情感）
lm_negative,contradicting,LM,LM negative polarity words（负向情感）
lm_negative,contradiction,LM,LM negative polarity words（负向情感）
lm_negative,contradictions,LM,LM negative polarity words（负向情感）
lm_negative,contradictory,LM,LM negative polarity words（负向情感）
lm_negative,contradicts,LM,LM negative polarity words（负向情感）
lm_negative,contrary,LM,LM negative polarity words（负向情感）
lm_negative,controversial,LM,LM negative polarity words（负向情感）
lm_negative,controversies,LM,LM negative polarity words（负向情感）
lm_negative,controversy,LM,LM negative polarity words（负向情感）
lm_negative,convict,LM,LM negative polarity words（负向情感）
lm_negative,convicted,LM,LM negative polarity words（负向情感）
lm_negative,convicting,LM,LM negative polarity words（负向情感）
lm_negative,conviction,LM,LM negative polarity words（负向情感）
lm_negative,convictions,LM,LM negative polarity words（负向情感）
lm_negative,corrected,LM,LM negative polarity words（负向情感）
lm_negative,correcting,LM,LM negative polarity words（负向情感）
lm_negative,correction,LM,LM negative polarity words（负向情感）
lm_negative,corrections,LM,LM negative polarity words（负向情感）
lm_negative,corrects,LM,LM negative polarity words（负向情感）
lm_negative,corrupt,LM,LM negative polarity words（负向情感）
lm_negative,corrupted,LM,LM negative polarity words（负向情感）
lm_negative,corrupting,LM,LM negative polarity words（负向情感）
lm_negative,corruption,LM,LM negative polarity words（负向情感）
lm_negative,corruptions,LM,LM negative polarity words（负向情感）
lm_negative,corruptly,LM,LM negative polarity words（负向情感）
lm_negative,corruptness,LM,LM negative polarity words（负向情感）
lm_negative,costly,LM,LM negative polarity words（负向情感）
lm_negative,counterclaim,LM,LM negative polarity words（负向情感）
lm_negative,counterclaimed,LM,LM negative polarity words（负向情感）
lm_negative,counterclaiming,LM,LM negative polarity words（负向情感）
lm_negative,counterclaims,LM,LM negative polarity words（负向情感）
lm_negative,counterfeit,LM,LM negative polarity words（负向情感）
lm_negative,counterfeited,LM,LM negative polarity words（负向情感）
lm_negative,counterfeiter,LM,LM negative polarity words（负向情感）
lm_negative,counterfeiters,LM,LM negative polarity words（负向情感）
lm_negative,counterfeiting,LM,LM negative polarity words（负向情感）
lm_negative,counterfeits,LM,LM negative polarity words（负向情感）
lm_negative,countermeasure,LM,LM negative polarity words（负向情感）
lm_negative,countermeasures,LM,LM negative polarity words（负向情感）
lm_negative,crime,LM,LM negative polarity words（负向情感）
lm_negative,crimes,LM,LM negative polarity words（负向情感）
lm_negative,criminal,LM,LM negative polarity words（负向情感）
lm_negative,criminally,LM,LM negative polarity words（负向情感）
lm_negative,criminals,LM,LM negative polarity words（负向情感）
lm_negative,crises,LM,LM negative polarity words（负向情感）
lm_negative,crisis,LM,LM negative polarity words（负向情感）
lm_negative,critically,LM,LM negative polarity words（负向情感）
lm_negative,criticism,LM,LM negative polarity words（负向情感）
lm_negative,criticisms,LM,LM negative polarity words（负向情感）
lm_negative,criticize,LM,LM negative polarity words（负向情感）
lm_negative,criticized,LM,LM negative polarity words（负向情感）
lm_negative,criticizes,LM,LM negative polarity words（负向情感）
lm_negative,criticizing,LM,LM negative polarity words（负向情感）
lm_negative,crucial,LM,LM negative polarity words（负向情感）
lm_negative,crucially,LM,LM negative polarity words（负向情感）
lm_negative,culpability,LM,LM negative polarity words（负向情感）
lm_negative,culpable,LM,LM negative polarity words（负向情感）
lm_negative,culpably,LM,LM negative polarity words（负向情感）
lm_negative,cumbersome,LM,LM negative polarity words（负向情感）
lm_negative,curtail,LM,LM negative polarity words（负向情感）
lm_negative,curtailed,LM,LM negative polarity words（负向情感）
lm_negative,curtailing,LM,LM negative polarity words（负向情感）
lm_negative,curtailment,LM,LM negative polarity words（负向情感）
lm_negative,curtailments,LM,LM negative polarity words（负向情感）
lm_negative,curtails,LM,LM negative polarity words（负向情感）
lm_negative,cut,LM,LM negative polarity words（负向情感）
lm_negative,cutback,LM,LM negative polarity words（负向情感）
lm_negative,cutbacks,LM,LM negative polarity words（负向情感）
lm_negative,cyberattack,LM,LM negative polarity words（负向情感）
lm_negative,cyberattacks,LM,LM negative polarity words（负向情感）
lm_negative,cyberbullying,LM,LM negative polarity words（负向情感）
lm_negative,cybercrime,LM,LM negative polarity words（负向情感）
lm_negative,cybercrimes,LM,LM negative polarity words（负向情感）
lm_negative,cybercriminal,LM,LM negative polarity words（负向情感）
lm_negative,cybercriminals,LM,LM negative polarity words（负向情感）
lm_negative,damage,LM,LM negative polarity words（负向情感）
lm_negative,damaged,LM,LM negative polarity words（负向情感）
lm_negative,damages,LM,LM negative polarity words（负向情感）
lm_negative,damaging,LM,LM negative polarity words（负向情感）
lm_negative,dampen,LM,LM negative polarity words（负向情感）
lm_negative,dampened,LM,LM negative polarity words（负向情感）
lm_negative,danger,LM,LM negative polarity words（负向情感）
lm_negative,dangerous,LM,LM negative polarity words（负向情感）
lm_negative,dangerously,LM,LM negative polarity words（负向情感）
lm_negative,dangers,LM,LM negative polarity words（负向情感）
lm_negative,deadlock,LM,LM negative polarity words（负向情感）
lm_negative,deadlocked,LM,LM negative polarity words（负向情感）
lm_negative,deadlocking,LM,LM negative polarity words（负向情感）
lm_negative,deadlocks,LM,LM negative polarity words（负向情感）
lm_negative,deadweight,LM,LM negative polarity words（负向情感）
lm_negative,deadweights,LM,LM negative polarity words（负向情感）
lm_negative,debarment,LM,LM negative polarity words（负向情感）
lm_negative,debarments,LM,LM negative polarity words（负向情感）
lm_negative,debarred,LM,LM negative polarity words（负向情感）
lm_negative,deceased,LM,LM negative polarity words（负向情感）
lm_negative,deceit,LM,LM negative polarity words（负向情感）
lm_negative,deceitful,LM,LM negative polarity words（负向情感）
lm_negative,deceitfulness,LM,LM negative polarity words（负向情感）
lm_negative,deceive,LM,LM negative polarity words（负向情感）
lm_negative,deceived,LM,LM negative polarity words（负向情感）
lm_negative,deceives,LM,LM negative polarity words（负向情感）
lm_negative,deceiving,LM,LM negative polarity words（负向情感）
lm_negative,deception,LM,LM negative polarity words（负向情感）
lm_negative,deceptions,LM,LM negative polarity words（负向情感）
lm_negative,deceptive,LM,LM negative polarity words（负向情感）
lm_negative,deceptively,LM,LM negative polarity words（负向情感）
lm_negative,decline,LM,LM negative polarity words（负向情感）
lm_negative,declined,LM,LM negative polarity words（负向情感）
lm_negative,declines,LM,LM negative polarity words（负向情感）
lm_negative,declining,LM,LM negative polarity words（负向情感）
lm_negative,deface,LM,LM negative polarity words（负向情感）
lm_negative,defaced,LM,LM negative polarity words（负向情感）
lm_negative,defacement,LM,LM negative polarity words（负向情感）
lm_negative,defamation,LM,LM negative polarity words（负向情感）
lm_negative,defamations,LM,LM negative polarity words（负向情感）
lm_negative,defamatory,LM,LM negative polarity words（负向情感）
lm_negative,defame,LM,LM negative polarity words（负向情感）
lm_negative,defamed,LM,LM negative polarity words（负向情感）
lm_negative,defames,LM,LM negative polarity words（负向情感）
lm_negative,defaming,LM,LM negative polarity words（负向情感）
lm_negative,default,LM,LM negative polarity words（负向情感）
lm_negative,defaulted,LM,LM negative polarity words（负向情感）
lm_negative,defaulting,LM,LM negative polarity words（负向情感）
lm_negative,defaults,LM,LM negative polarity words（负向情感）
lm_negative,defeat,LM,LM negative polarity words（负向情感）
lm_negative,defeated,LM,LM negative polarity words（负向情感）
lm_negative,defeating,LM,LM negative polarity words（负向情感）
lm_negative,defeats,LM,LM negative polarity words（负向情感）
lm_negative,defect,LM,LM negative polarity words（负向情感）
lm_negative,defective,LM,LM negative polarity words（负向情感）
lm_negative,defects,LM,LM negative polarity words（负向情感）
lm_negative,defend,LM,LM negative polarity words（负向情感）
lm_negative,defendant,LM,LM negative polarity words（负向情感）
lm_negative,defendants,LM,LM negative polarity words（负向情感）
lm_negative,defended,LM,LM negative polarity words（负向情感）
lm_negative,defending,LM,LM negative polarity words（负向情感）
lm_negative,defends,LM,LM negative polarity words（负向情感）
lm_negative,defensive,LM,LM negative polarity words（负向情感）
lm_negative,defer,LM,LM negative polarity words（负向情感）
lm_negative,deficiencies,LM,LM negative polarity words（负向情感）
lm_negative,deficiency,LM,LM negative polarity words（负向情感）
lm_negative,deficient,LM,LM negative polarity words（负向情感）
lm_negative,deficit,LM,LM negative polarity words（负向情感）
lm_negative,deficits,LM,LM negative polarity words（负向情感）
lm_negative,defraud,LM,LM negative polarity words（负向情感）
lm_negative,defrauded,LM,LM negative polarity words（负向情感）
lm_negative,defrauding,LM,LM negative polarity words（负向情感）
lm_negative,defrauds,LM,LM negative polarity words（负向情感）
lm_negative,defunct,LM,LM negative polarity words（负向情感）
lm_negative,degradation,LM,LM negative polarity words（负向情感）
lm_negative,degradations,LM,LM negative polarity words（负向情感）
lm_negative,degrade,LM,LM negative polarity words（负向情感）
lm_negative,degraded,LM,LM negative polarity words（负向情感）
lm_negative,degrades,LM,LM negative polarity words（负向情感）
lm_negative,degrading,LM,LM negative polarity words（负向情感）
lm_negative,delay,LM,LM negative polarity words（负向情感）
lm_negative,delayed,LM,LM negative polarity words（负向情感）
lm_negative,delaying,LM,LM negative polarity words（负向情感）
lm_negative,delays,LM,LM negative polarity words（负向情感）
lm_negative,deleterious,LM,LM negative polarity words（负向情感）
lm_negative,deliberate,LM,LM negative polarity words（负向情感）
lm_negative,deliberated,LM,LM negative polarity words（负向情感）
lm_negative,deliberately,LM,LM negative polarity words（负向情感）
lm_negative,delinquencies,LM,LM negative polarity words（负向情感）
lm_negative,delinquency,LM,LM negative polarity words（负向情感）
lm_negative,delinquent,LM,LM negative polarity words（负向情感）
lm_negative,delinquently,LM,LM negative polarity words（负向情感）
lm_negative,delinquents,LM,LM negative polarity words（负向情感）
lm_negative,delist,LM,LM negative polarity words（负向情感）
lm_negative,delisted,LM,LM negative polarity words（负向情感）
lm_negative,delisting,LM,LM negative polarity words（负向情感）
lm_negative,delists,LM,LM negative polarity words（负向情感）
lm_negative,demise,LM,LM negative polarity words（负向情感）
lm_negative,demised,LM,LM negative polarity words（负向情感）
lm_negative,demises,LM,LM negative polarity words（负向情感）
lm_negative,demising,LM,LM negative polarity words（负向情感）
lm_negative,demolish,LM,LM negative polarity words（负向情感）
lm_negative,demolished,LM,LM negative polarity words（负向情感）
lm_negative,demolishes,LM,LM negative polarity words（负向情感）
lm_negative,demolishing,LM,LM negative polarity words（负向情感）
lm_negative,demolition,LM,LM negative polarity words（负向情感）
lm_negative,demolitions,LM,LM negative polarity words（负向情感）
lm_negative,demote,LM,LM negative polarity words（负向情感）
lm_negative,demoted,LM,LM negative polarity words（负向情感）
lm_negative,demotes,LM,LM negative polarity words（负向情感）
lm_negative,demoting,LM,LM negative polarity words（负向情感）
lm_negative,demotion,LM,LM negative polarity words（负向情感）
lm_negative,demotions,LM,LM negative polarity words（负向情感）
lm_negative,denial,LM,LM negative polarity words（负向情感）
lm_negative,denials,LM,LM negative polarity words（负向情感）
lm_negative,denied,LM,LM negative polarity words（负向情感）
lm_negative,denies,LM,LM negative polarity words（负向情感）
lm_negative,denigrate,LM,LM negative polarity words（负向情感）
lm_negative,denigrated,LM,LM negative polarity words（负向情感）
lm_negative,denigrates,LM,LM negative polarity words（负向情感）
lm_negative,denigrating,LM,LM negative polarity words（负向情感）
lm_negative,denigration,LM,LM negative polarity words（负向情感）
lm_negative,deny,LM,LM negative polarity words（负向情感）
lm_negative,denying,LM,LM negative polarity words（负向情感）
lm_negative,deplete,LM,LM negative polarity words（负向情感）
lm_negative,depleted,LM,LM negative polarity words（负向情感）
lm_negative,depletes,LM,LM negative polarity words（负向情感）
lm_negative,depleting,LM,LM negative polarity words（负向情感）
lm_negative,depletion,LM,LM negative polarity words（负向情感）
lm_negative,depletions,LM,LM negative polarity words（负向情感）
lm_negative,deprecation,LM,LM negative polarity words（负向情感）
lm_negative,depress,LM,LM negative polarity words（负向情感）
lm_negative,depressed,LM,LM negative polarity words（负向情感）
lm_negative,depresses,LM,LM negative polarity words（负向情感）
lm_negative,depressing,LM,LM negative polarity words（负向情感）
lm_negative,deprivation,LM,LM negative polarity words（负向情感）
lm_negative,deprive,LM,LM negative polarity words（负向情感）
lm_negative,deprived,LM,LM negative polarity words（负向情感）
lm_negative,deprives,LM,LM negative polarity words（负向情感）
lm_negative,depriving,LM,LM negative polarity words（负向情感）
lm_negative,derelict,LM,LM negative polarity words（负向情感）
lm_negative,dereliction,LM,LM negative polarity words（负向情感）
lm_negative,derogatory,LM,LM negative polarity words（负向情感）
lm_negative,destabilization,LM,LM negative polarity words（负向情感）
lm_negative,destabilize,LM,LM negative polarity words（负向情感）
lm_negative,destabilized,LM,LM negative polarity words（负向情感）
lm_negative,destabilizing,LM,LM negative polarity words（负向情感）
lm_negative,destroy,LM,LM negative polarity words（负向情感）
lm_negative,destroyed,LM,LM negative polarity words（负向情感）
lm_negative,destroying,LM,LM negative polarity words（负向情感）
lm_negative,destroys,LM,LM negative polarity words（负向情感）
lm_negative,destruction,LM,LM negative polarity words（负向情感）
lm_negative,destructive,LM,LM negative polarity words（负向情感）
lm_negative,detain,LM,LM negative polarity words（负向情感）
lm_negative,detained,LM,LM negative polarity words（负向情感）
lm_negative,detention,LM,LM negative polarity words（负向情感）
lm_negative,detentions,LM,LM negative polarity words（负向情感）
lm_negative,deter,LM,LM negative polarity words（负向情感）
lm_negative,deteriorate,LM,LM negative polarity words（负向情感）
lm_negative,deteriorated,LM,LM negative polarity words（负向情感）
lm_negative,deteriorates,LM,LM negative polarity words（负向情感）
lm_negative,deteriorating,LM,LM negative polarity words（负向情感）
lm_negative,deterioration,LM,LM negative polarity words（负向情感）
lm_negative,deteriorations,LM,LM negative polarity words（负向情感）
lm_negative,deterred,LM,LM negative polarity words（负向情感）
lm_negative,deterrence,LM,LM negative polarity words（负向情感）
lm_negative,deterrences,LM,LM negative polarity words（负向情感）
lm_negative,deterrent,LM,LM negative polarity words（负向情感）
lm_negative,deterrents,LM,LM negative polarity words（负向情感）
lm_negative,deterring,LM,LM negative polarity words（负向情感）
lm_negative,deters,LM,LM negative polarity words（负向情感）
lm_negative,detract,LM,LM negative polarity words（负向情感）
lm_negative,detracted,LM,LM negative polarity words（负向情感）
lm_negative,detracting,LM,LM negative polarity words（负向情感）
lm_negative,detriment,LM,LM negative polarity words（负向情感）
lm_negative,detrimental,LM,LM negative polarity words（负向情感）
lm_negative,detrimentally,LM,LM negative polarity words（负向情感）
lm_negative,detriments,LM,LM negative polarity words（负向情感）
lm_negative,devalue,LM,LM negative polarity words（负向情感）
lm_negative,devalued,LM,LM negative polarity words（负向情感）
lm_negative,devalues,LM,LM negative polarity words（负向情感）
lm_negative,devaluing,LM,LM negative polarity words（负向情感）
lm_negative,devastate,LM,LM negative polarity words（负向情感）
lm_negative,devastated,LM,LM negative polarity words（负向情感）
lm_negative,devastating,LM,LM negative polarity words（负向情感）
lm_negative,devastation,LM,LM negative polarity words（负向情感）
lm_negative,deviate,LM,LM negative polarity words（负向情感）
lm_negative,deviated,LM,LM negative polarity words（负向情感）
lm_negative,deviates,LM,LM negative polarity words（负向情感）
lm_negative,deviating,LM,LM negative polarity words（负向情感）
lm_negative,deviation,LM,LM negative polarity words（负向情感）
lm_negative,deviations,LM,LM negative polarity words（负向情感）
lm_negative,devolve,LM,LM negative polarity words（负向情感）
lm_negative,devolved,LM,LM negative polarity words（负向情感）
lm_negative,devolves,LM,LM negative polarity words（负向情感）
lm_negative,devolving,LM,LM negative polarity words（负向情感）
lm_negative,difficult,LM,LM negative polarity words（负向情感）
lm_negative,difficulties,LM,LM negative polarity words（负向情感）
lm_negative,difficultly,LM,LM negative polarity words（负向情感）
lm_negative,difficulty,LM,LM negative polarity words（负向情感）
lm_negative,diminish,LM,LM negative polarity words（负向情感）
lm_negative,diminished,LM,LM negative polarity words（负向情感）
lm_negative,diminishes,LM,LM negative polarity words（负向情感）
lm_negative,diminishing,LM,LM negative polarity words（负向情感）
lm_negative,diminution,LM,LM negative polarity words（负向情感）
lm_negative,disadvantage,LM,LM negative polarity words（负向情感）
lm_negative,disadvantaged,LM,LM negative polarity words（负向情感）
lm_negative,disadvantageous,LM,LM negative polarity words（负向情感）
lm_negative,disadvantages,LM,LM negative polarity words（负向情感）
lm_negative,disaffiliation,LM,LM negative polarity words（负向情感）
lm_negative,disagree,LM,LM negative polarity words（负向情感）
lm_negative,disagreeable,LM,LM negative polarity words（负向情感）
lm_negative,disagreed,LM,LM negative polarity words（负向情感）
lm_negative,disagreeing,LM,LM negative polarity words（负向情感）
lm_negative,disagreement,LM,LM negative polarity words（负向情感）
lm_negative,disagreements,LM,LM negative polarity words（负向情感）
lm_negative,disagrees,LM,LM negative polarity words（负向情感）
lm_negative,disallow,LM,LM negative polarity words（负向情感）
lm_negative,disallowance,LM,LM negative polarity words（负向情感）
lm_negative,disallowances,LM,LM negative polarity words（负向情感）
lm_negative,disallowed,LM,LM negative polarity words（负向情感）
lm_negative,disallowing,LM,LM negative polarity words（负向情感）
lm_negative,disallows,LM,LM negative polarity words（负向情感）
lm_negative,disappear,LM,LM negative polarity words（负向情感）
lm_negative,disappearance,LM,LM negative polarity words（负向情感）
lm_negative,disappearances,LM,LM negative polarity words（负向情感）
lm_negative,disappeared,LM,LM negative polarity words（负向情感）
lm_negative,disappearing,LM,LM negative polarity words（负向情感）
lm_negative,disappears,LM,LM negative polarity words（负向情感）
lm_negative,disappoint,LM,LM negative polarity words（负向情感）
lm_negative,disappointed,LM,LM negative polarity words（负向情感）
lm_negative,disappointing,LM,LM negative polarity words（负向情感）
lm_negative,disappointingly,LM,LM negative polarity words（负向情感）
lm_negative,disappointment,LM,LM negative polarity words（负向情感）
lm_negative,disappointments,LM,LM negative polarity words（负向情感）
lm_negative,disappoints,LM,LM negative polarity words（负向情感）
lm_negative,disapproval,LM,LM negative polarity words（负向情感）
lm_negative,disapprovals,LM,LM negative polarity words（负向情感）
lm_negative,disapprove,LM,LM negative polarity words（负向情感）
lm_negative,disapproved,LM,LM negative polarity words（负向情感）
lm_negative,disapproves,LM,LM negative polarity words（负向情感）
lm_negative,disapproving,LM,LM negative polarity words（负向情感）
lm_negative,disassociates,LM,LM negative polarity words（负向情感）
lm_negative,disassociating,LM,LM negative polarity words（负向情感）
lm_negative,disassociation,LM,LM negative polarity words（负向情感）
lm_negative,disassociations,LM,LM negative polarity words（负向情感）
lm_negative,disaster,LM,LM negative polarity words（负向情感）
lm_negative,disasters,LM,LM negative polarity words（负向情感）
lm_negative,disastrous,LM,LM negative polarity words（负向情感）
lm_negative,disastrously,LM,LM negative polarity words（负向情感）
lm_negative,disavow,LM,LM negative polarity words（负向情感）
lm_negative,disavowal,LM,LM negative polarity words（负向情感）
lm_negative,disavowed,LM,LM negative polarity words（负向情感）
lm_negative,disavowing,LM,LM negative polarity words（负向情感）
lm_negative,disavows,LM,LM negative polarity words（负向情感）
lm_negative,disciplinary,LM,LM negative polarity words（负向情感）
lm_negative,disclaim,LM,LM negative polarity words（负向情感）
lm_negative,disclaimed,LM,LM negative polarity words（负向情感）
lm_negative,disclaimer,LM,LM negative polarity words（负向情感）
lm_negative,disclaimers,LM,LM negative polarity words（负向情感）
lm_negative,disclaiming,LM,LM negative polarity words（负向情感）
lm_negative,disclaims,LM,LM negative polarity words（负向情感）
lm_negative,disclose,LM,LM negative polarity words（负向情感）
lm_negative,disclosed,LM,LM negative polarity words（负向情感）
lm_negative,discloses,LM,LM negative polarity words（负向情感）
lm_negative,disclosing,LM,LM negative polarity words（负向情感）
lm_negative,discontinuance,LM,LM negative polarity words（负向情感）
lm_negative,discontinuances,LM,LM negative polarity words（负向情感）
lm_negative,discontinuation,LM,LM negative polarity words（负向情感）
lm_negative,discontinuations,LM,LM negative polarity words（负向情感）
lm_negative,discontinue,LM,LM negative polarity words（负向情感）
lm_negative,discontinued,LM,LM negative polarity words（负向情感）
lm_negative,discontinues,LM,LM negative polarity words（负向情感）
